N_surface,S_100,S_111,S_110,S_311,Avg_surf,q6q6_avg_surf,target
722,0,248,130,18,8.6413,6.8255,-7373.4073
708,10,385,76,11,8.6455,7.4025,-7392.5249
702,11,203,110,14,8.5855,6.6937,-7407.7044
731,3,408,77,7,8.6553,6.751,-7491.7371
718,0,443,108,0,8.7103,7.5376,-7496.4996
721,4,391,106,4,8.7004,7.5104,-7489.4853
734,6,421,69,11,8.6785,6.9591,-7544.3028
736,0,474,68,6,8.6984,7.4321,-7564.8364
732,0,455,123,1,8.7363,7.4699,-7566.5756
703,34,126,101,22,8.4822,6.0512,-7613.6908
716,7,242,101,15,8.5698,6.9916,-7688.9724
696,39,251,54,9,8.5287,6.1394,-7732.7156
720,61,132,102,11,8.4819,5.4111,-7722.1037
722,6,226,109,15,8.5914,6.9515,-7767.8243
736,7,496,84,6,8.6957,7.9062,-7794.3988
731,4,255,110,13,8.6005,6.8399,-7781.9034
714,37,141,103,20,8.5056,6.3824,-7779.7345
725,53,180,74,9,8.48,5.7421,-7790.4509
763,0,493,60,12,8.7104,7.3997,-7814.8655
706,4,256,83,9,8.6147,5.3017,-7815.8749
732,10,175,91,15,8.515,6.6339,-7812.7066
718,31,324,75,14,8.5961,6.3482,-7850.6522
713,47,235,95,15,8.5231,6.6367,-7847.245
705,34,244,57,12,8.5064,6.217,-7865.9225
717,14,342,66,14,8.629,6.7169,-7867.6633
775,11,383,99,10,8.6,6.7561,-7869.8139
724,30,149,96,12,8.5539,5.779,-7901.8111
763,3,313,106,14,8.6081,7.0747,-7920.1086
785,0,494,60,14,8.7172,7.3643,-7927.9187
730,17,329,67,11,8.6055,6.226,-7933.648
725,35,167,95,29,8.5048,6.1338,-7974.9394
739,14,427,99,7,8.6915,7.341,-8010.8263
781,0,562,126,0,8.7439,8.2177,-8064.9666
786,0,540,126,2,8.7405,7.9987,-8102.266
842,0,487,113,0,8.7197,7.076,-8208.0336
750,14,446,94,10,8.6693,7.4373,-8254.8245
893,0,503,118,10,8.6809,7.1064,-8216.3547
767,5,447,112,6,8.7223,7.266,-8290.7283
739,5,284,76,4,8.6901,5.2585,-8299.1699
760,6,318,110,9,8.6461,7.025,-8335.4948
760,20,207,119,19,8.5684,7.1237,-8328.2709
766,14,214,119,17,8.5914,6.7715,-8355.55
773,6,305,99,27,8.5899,7.2044,-8399.5079
789,0,505,110,3,8.7364,7.512,-8417.0293
755,27,421,60,16,8.6331,7.2,-8462.654
781,8,209,136,23,8.5736,6.9385,-8417.7128
762,4,281,79,3,8.6063,5.0617,-8413.8945
743,47,214,84,16,8.5249,5.8358,-8443.32
779,2,468,115,2,8.7304,7.4814,-8470.6558
779,8,153,115,15,8.5494,6.7279,-8447.0233
738,46,353,67,15,8.5623,7.042,-8507.7944
782,2,191,128,20,8.5844,6.6445,-8529.9493
800,0,506,152,0,8.8012,7.77,-8580.3337
774,5,209,95,12,8.5943,4.8553,-8614.9472
751,52,236,71,1,8.5486,6.0186,-8626.0982
759,27,417,56,8,8.6021,7.3017,-8651.5549
771,18,209,116,14,8.5759,6.1284,-8623.341
789,15,419,60,12,8.6324,6.8238,-8673.2631
786,6,199,107,25,8.57,6.4478,-8716.0392
784,7,251,95,10,8.6199,5.361,-8712.5007
791,17,421,70,4,8.6359,6.9633,-8752.2881
775,52,110,109,15,8.4684,5.3923,-8723.7485
766,51,262,71,22,8.5483,6.5705,-8768.4622
806,5,213,112,16,8.5856,6.5658,-8761.3874
803,5,496,91,8,8.7073,7.4371,-8822.3144
787,6,247,83,12,8.6226,5.2135,-8805.7886
776,26,323,72,10,8.6237,6.3286,-8835.2413
796,6,207,120,23,8.5917,6.2726,-8834.7221
810,7,159,130,29,8.5531,6.637,-8836.5282
791,23,212,94,25,8.5398,6.6018,-8881.8703
780,21,329,69,11,8.6321,6.3154,-8956.5723
805,4,227,121,19,8.5863,6.6634,-8962.2303
809,17,137,118,33,8.5488,5.9543,-9018.1471
797,59,100,102,15,8.5245,5.4705,-9157.2387
855,7,581,97,8,8.7205,7.8678,-9538.3904
902,0,645,134,0,8.7772,8.092,-9850.5973
763,6,287,140,12,8.6239,7.3237,-8159.8356
867,35,163,96,34,8.4775,6.2249,-10282.229
856,102,224,108,7,8.4533,5.7687,-10308.323
1075,1,601,111,5,8.746,7.1107,-10475.868
929,3,205,188,28,8.6211,6.8891,-10810.306
881,81,395,46,25,8.5437,7.1805,-11000.878
940,7,192,159,26,8.5926,6.8606,-10978.61
934,83,155,108,9,8.485,4.9775,-11329.01
975,8,702,109,2,8.7446,8.2318,-11543.678
935,73,140,127,27,8.4781,6.2995,-11623.956
1027,0,727,141,1,8.7741,7.8462,-11821.575
979,31,146,144,37,8.5424,6.2033,-11807.931
974,6,319,138,7,8.7207,5.5226,-11960.068
965,32,296,89,41,8.5161,6.8456,-12202.794
1012,18,297,125,8,8.6729,5.2115,-12336.461
1006,121,322,128,6,8.5586,6.4831,-13096.161
1077,4,251,237,18,8.6592,7.1263,-13150.856
1278,0,751,132,8,8.7723,7.3083,-13116.434
1025,61,236,102,31,8.4985,6.6068,-13236.7
1052,32,168,167,30,8.5751,6.1721,-13213.384
1100,8,252,222,15,8.6318,6.7418,-13429.238
1024,80,481,51,25,8.5977,7.1885,-13504.21
1105,7,841,117,11,8.762,8.3828,-13771.484
1158,0,848,139,3,8.7962,8.0812,-14064.939
1088,60,195,116,35,8.5478,6.4338,-14280.31
1094,62,232,164,32,8.5347,6.4899,-14421.934
1165,25,125,196,38,8.5614,6.1253,-14946.565
1152,51,764,83,17,8.7005,7.9635,-15369.462
1164,37,180,127,46,8.5481,6.3497,-15419.735
1180,176,160,120,20,8.4415,5.7831,-15711.198
1234,2,286,230,21,8.6742,7.0332,-15755.309
1499,0,960,139,8,8.7972,7.6438,-16171.306
1249,10,946,129,13,8.8014,8.301,-16288.091
1246,9,246,222,38,8.6324,6.9278,-16231.51
1165,98,635,60,25,8.624,7.8146,-16290.047
1185,98,167,157,27,8.4675,6.0582,-16243.123
1298,0,966,160,3,8.8097,8.1495,-16579.693
1221,47,210,133,40,8.5545,6.5348,-16631.661
1264,178,141,125,11,8.4739,5.5965,-16691.031
1232,39,151,164,43,8.569,6.3206,-16744.077
1273,52,290,140,52,8.5805,7.0259,-17890.658
1299,48,905,94,12,8.7475,7.9569,-18165.884
1277,172,329,146,12,8.5004,6.177,-18389.177
1356,24,156,212,44,8.5302,6.5192,-18530.158
1383,6,333,313,26,8.7007,7.102,-18715.575
1403,3,1047,149,5,8.7983,8.1568,-19072.156
1350,41,257,173,51,8.5859,6.7474,-19205.445
1448,0,1077,179,1,8.8508,8.2486,-19371.067
1420,3,298,259,46,8.6669,7.0049,-19387.144
1435,6,298,258,28,8.6753,6.8035,-19397.366
1731,0,1165,187,8,8.8313,7.7857,-19681.239
1363,123,224,175,31,8.5488,6.6075,-19811.438
1406,54,243,178,51,8.5541,6.761,-20612.076
1464,204,131,174,28,8.4672,5.5628,-21010.14
1467,17,1017,109,10,8.7744,7.9305,-21247.229
1536,237,176,138,25,8.4505,5.6738,-21987.036
1491,53,216,179,42,8.5761,6.5352,-22038.078
1559,3,1177,148,4,8.839,8.2219,-22150.777
1603,0,1218,175,3,8.8677,8.2358,-22420.372
1445,227,481,155,9,8.5564,6.7301,-22449.721
1566,41,170,227,56,8.5939,6.3174,-22890.161
1599,8,373,338,28,8.7123,7.197,-22922.273
1600,14,310,325,36,8.66,6.8969,-22959.761
1478,176,701,59,30,8.5751,7.435,-23265.774
1570,34,209,180,84,8.586,6.6268,-23538.628
1969,0,1328,173,11,8.8608,7.8182,-23679.002
1625,33,1168,116,10,8.784,8.0597,-24627.069
1651,51,177,245,56,8.5942,6.5482,-25082.184
1606,60,295,164,83,8.5953,6.6196,-25126.767
1722,6,1313,166,3,8.8624,8.2462,-25537.521
1766,0,1377,204,2,8.876,8.4037,-25832.529
1665,269,224,166,16,8.4565,5.7213,-26276.67
1655,165,241,229,43,8.5329,6.8508,-26317.246
1696,48,288,179,59,8.5908,6.7571,-26790.876
1806,5,367,402,18,8.727,6.8173,-26817.469
1813,5,356,422,38,8.6955,6.9785,-26909.021
1659,149,870,63,27,8.6341,7.56,-27333.357
1805,44,159,285,45,8.6366,6.0759,-27734.595
2242,0,1528,193,6,8.8689,7.7533,-28122.546
1799,53,1320,133,15,8.8238,8.2479,-28359.547
1839,273,204,147,36,8.4747,5.7917,-28287.481
1769,53,247,182,111,8.5726,6.684,-28533.149
1940,0,1482,199,4,8.8557,8.2454,-29549.507
1767,270,470,144,20,8.519,6.2762,-29871.08
1847,62,248,210,100,8.5696,6.902,-30324.827
1912,68,215,275,76,8.6271,6.6731,-30445.162
1995,8,372,438,37,8.6767,6.8712,-31127.008
1883,168,237,279,50,8.5682,6.5751,-31168.592
1994,6,418,424,47,8.7086,7.0762,-31318.324
1832,203,1020,59,38,8.655,7.7369,-31748.178
1943,53,229,213,102,8.6099,6.6397,-32164.341
1988,30,1466,142,7,8.8229,8.1761,-32410.136
2023,55,140,291,67,8.6268,6.3599,-33058.949
2523,0,1804,198,4,8.9009,7.6441,-33127.953
2120,0,1662,215,0,8.9198,8.3042,-33622.294
1977,371,219,141,27,8.433,6.0177,-33704.448
2014,53,309,212,101,8.5963,6.7388,-34107.156
1966,362,621,90,23,8.4903,6.9502,-35402.321
2143,373,146,142,34,8.4111,5.7877,-35701.91
2228,4,403,554,37,8.7267,7.3802,-35861.221
2070,69,327,177,115,8.5903,6.8971,-36187.446
2253,13,441,548,38,8.7275,7.3635,-36172.449
2172,37,1611,160,17,8.8269,8.1215,-36828.025
2307,0,1826,227,0,8.9016,8.5059,-38034.378
2813,0,2055,220,13,8.9108,7.9936,-38711.417
2285,51,195,305,79,8.6118,6.5488,-39396.589
2229,244,269,326,49,8.5734,6.8614,-39828.397
2283,52,290,243,136,8.6062,6.8795,-40424.82
2442,7,459,636,46,8.7613,7.3522,-41023.9
2472,14,498,628,42,8.7322,7.3256,-41465.491
2356,49,1743,147,17,8.8353,8.2152,-41599.981
2215,311,1134,60,41,8.6537,7.637,-42375.652
2327,479,257,218,11,8.4534,6.0645,-42327.607
2413,61,256,371,93,8.6399,6.7542,-42576.38
2361,63,323,216,142,8.5964,6.8628,-42687.805
2504,0,1949,228,1,8.9233,8.4002,-42811.643
2476,509,190,186,37,8.4281,5.7851,-44327.764
3124,1,2289,237,12,8.8828,7.9715,-44871.084
2348,461,699,240,16,8.5511,6.6333,-45355.819
2552,80,207,377,107,8.5976,6.6822,-46271.458
2704,10,496,682,57,8.7641,7.1875,-47331.278
2520,69,353,231,152,8.6115,6.7734,-47483.192
2709,0,2106,236,6,8.9048,8.2713,-47974.022
2428,288,1318,63,32,8.6499,7.7648,-48336.119
2673,67,240,343,105,8.6169,6.6094,-50018.767
2641,107,1895,146,20,8.8095,8.0882,-50500.041
584,0,43,62,4,8.5788,0.851,-5890.9766
611,0,22,55,5,8.3584,0.6661,-6024.0974
1266,2,40,99,10,8.5213,0.5553,-16874.763
1692,0,87,118,18,8.5686,0.8617,-25969.716
2261,3,145,226,24,8.6139,2.326,-40113.389
2560,23,256,342,60,8.652,5.5539,-49524.631
2597,40,295,353,58,8.655,5.685,-51226.993
2680,19,317,394,78,8.6843,6.0246,-52655.593
2681,35,337,381,89,8.6471,5.969,-53095.664
2697,27,320,395,97,8.6648,6.0171,-53443.2
572,0,34,70,6,8.5507,0.9143,-5629.893
587,0,37,52,1,8.5213,1.0187,-5718.3691
1151,0,54,79,11,8.5734,0.6082,-15453.422
1659,3,78,127,13,8.645,0.7101,-24594.558
2175,21,223,203,35,8.5949,4.434,-37472.585
2470,26,285,269,66,8.5895,5.1955,-45933.579
2532,31,349,277,73,8.6189,5.4799,-48870.615
2566,42,359,294,69,8.6216,5.5417,-50198.595
2625,42,383,326,78,8.6594,5.7269,-51158.982
2635,41,357,363,77,8.6774,5.6273,-51670.93
538,0,41,62,8,8.513,1.171,-5182.5249
550,0,54,53,2,8.54,1.1782,-5231.1589
1006,1,35,87,14,8.5089,0.6909,-11726.887
1190,5,172,122,13,8.6303,3.1924,-15686.702
1758,19,188,185,29,8.5353,4.6837,-25369.65
2097,25,177,226,48,8.547,4.9146,-32610.363
2383,23,258,254,43,8.5363,4.9513,-39539.146
2482,34,342,298,61,8.6156,5.6857,-45225.477
2556,44,354,306,63,8.6076,5.9249,-48699.448
2599,67,357,298,102,8.6279,6.197,-50183.665
518,0,10,49,5,8.2954,0.5792,-4638.0697
511,1,11,59,2,8.5303,0.6614,-4706.3516
790,0,29,64,5,8.5291,0.7405,-8857.0156
977,0,57,90,11,8.5773,0.781,-11616.831
1344,0,126,113,13,8.6064,1.6786,-17771.782
1655,17,266,176,30,8.6272,4.5662,-23691.053
1905,15,285,229,32,8.6257,4.7706,-28607.981
2168,21,263,259,41,8.6176,4.8556,-34916.59
2343,49,264,244,63,8.6338,5.0346,-40488.209
2534,22,306,258,63,8.6326,4.6705,-45496.608
444,0,19,39,5,8.3243,0.6126,-3744.7273
440,0,8,42,3,8.4091,0.6477,-3793.8821
716,0,32,62,1,8.4218,0.6927,-7107.0321
857,1,40,73,8,8.5624,0.7188,-9677.4003
1022,1,102,93,6,8.6429,1.3523,-12161.616
1399,3,127,135,15,8.5275,2.5275,-16758.396
1522,8,195,196,18,8.6511,3.9809,-21181.589
1789,20,218,194,55,8.564,4.844,-26787.505
1988,23,264,192,39,8.5654,5.1539,-31113.377
2323,31,352,250,62,8.6005,5.0478,-36091.641
400,0,10,27,3,8.1425,0.4425,-3115.6038
396,0,14,48,3,8.2955,0.6843,-3156.6513
590,1,27,59,4,8.5119,0.7102,-5796.3675
738,1,36,71,4,8.5176,0.7168,-7813.5761
833,0,34,79,6,8.6675,0.5978,-9612.7147
1068,0,55,95,13,8.5758,0.8549,-12424.766
1193,1,167,118,12,8.6547,2.5876,-15515.323
1675,3,232,203,15,8.6782,4.2287,-22245.086
1791,7,286,188,31,8.7002,4.3652,-26057.075
2031,8,347,235,27,8.707,4.5204,-30714.438
318,1,5,25,2,8.2358,0.5283,-2359.2701
313,1,10,23,4,8.2396,0.6006,-2402.6607
494,0,22,54,6,8.4656,0.7814,-4449.7701
581,2,128,57,3,8.611,3.5215,-5689.9376
692,9,93,80,12,8.4986,3.8483,-7139.9036
854,8,128,93,14,8.5585,4.2084,-9198.8249
1156,16,108,132,19,8.5173,3.4645,-12617.731
1388,12,168,146,21,8.5173,4.1455,-16707.837
1543,13,208,195,30,8.5988,4.4342,-20009.469
1761,22,225,217,33,8.6547,4.2748,-24364.73
282,0,6,24,2,8.1454,0.5355,-2001.1561
288,0,5,37,2,8.3368,0.4236,-2037.6129
416,1,22,39,1,8.4087,0.9808,-3532.4384
506,1,53,50,4,8.5059,1.8439,-4582.8932
637,1,88,71,4,8.5118,4.0251,-5986.0842
778,2,141,87,18,8.5835,4.5977,-8173.3486
970,4,148,103,24,8.5062,4.3351,-10037.789
1051,4,201,130,19,8.5557,5.2084,-11790.562
1312,7,178,155,29,8.5465,4.529,-14666.78
1494,7,226,169,21,8.6131,4.8206,-18028.699
268,0,7,20,4,8.1604,0.5299,-1823.3908
267,0,10,27,2,8.2172,0.5581,-1863.6766
367,0,25,43,3,8.4223,1.1362,-2945.7828
427,1,33,55,3,8.4379,0.7564,-3742.6108
557,0,25,49,5,8.456,0.7217,-5330.0103
688,1,81,63,10,8.561,1.6948,-7047.578
943,17,140,126,13,8.5355,4.141,-10165.443
1105,7,179,123,25,8.609,4.5701,-12873.56
1235,11,186,168,23,8.6008,4.5077,-14876.955
1292,10,230,161,21,8.6293,4.8901,-16478.809
152,0,7,23,0,7.9868,1.1908,-845.89634
316,0,6,50,2,8.0032,0.6456,-1654.687
353,0,22,36,1,8.3739,0.9348,-2862.2996
445,0,26,49,2,8.4045,0.7865,-3723.2997
481,0,84,61,2,8.526,3.2952,-4452.7314
585,4,123,72,8,8.5197,4.3453,-5583.5883
664,6,117,75,13,8.4262,4.3569,-6280.5622
820,0,108,93,12,8.4695,3.778,-8002.6873
827,4,133,102,8,8.5441,4.3591,-8794.5309
913,7,158,122,19,8.5312,4.6605,-9814.8891
583,0,34,47,1,8.4528,0.7873,-5914.4724
613,0,22,56,5,8.3834,0.5498,-6064.6106
1256,1,41,85,10,8.5056,0.5549,-16955.396
1712,5,65,116,11,8.5415,0.6489,-26927.88
2254,2,51,168,20,8.5399,0.5164,-39523.088
2516,4,106,182,27,8.6622,0.6486,-47961.761
2592,1,119,206,25,8.6833,0.7226,-49605.288
2596,4,281,178,22,8.6733,1.8979,-50916.788
2646,5,584,285,35,8.746,4.8364,-52272.544
2674,6,672,368,27,8.8059,5.2375,-52903.454
570,0,17,47,5,8.5,0.5754,-5544.6718
576,0,30,52,5,8.4983,0.6753,-5614.4329
1249,0,39,105,6,8.4892,0.5869,-15664.286
1682,2,35,119,10,8.4964,0.5951,-24072.743
2142,3,88,155,15,8.5359,0.6569,-36325.951
2409,2,103,175,18,8.6957,0.6837,-44848.443
2481,1,117,180,21,8.6675,0.763,-47514.136
2526,14,241,227,22,8.7142,2.6231,-49352.613
2596,15,387,311,31,8.723,4.8729,-50888.071
2609,43,391,325,29,8.7244,5.1487,-51793.38
540,0,22,44,7,8.4167,0.7926,-5174.472
548,1,13,64,8,8.3905,0.4964,-5220.2692
971,0,30,73,5,8.4645,0.6014,-11705.997
1293,2,55,111,8,8.5391,0.6759,-16493.106
1648,1,54,120,11,8.5728,0.6353,-24015.198
2069,2,85,187,12,8.5679,0.6477,-32413.035
2207,5,77,171,19,8.6026,0.6416,-38926.42
2377,5,177,165,26,8.6702,1.1994,-44557.958
2470,11,492,281,38,8.7417,4.8154,-47692.545
2552,10,562,300,29,8.7504,5.2504,-49377.306
518,1,21,48,5,8.3263,0.5714,-4690.6281
518,0,27,55,3,8.4363,0.7761,-4733.2856
827,0,35,73,4,8.5187,0.6215,-8976.4581
1047,1,38,94,10,8.5521,0.6266,-12508.448
1257,1,44,95,8,8.572,0.5807,-16831.322
1644,3,52,139,11,8.573,0.5432,-22998.032
1826,1,62,135,17,8.6375,0.5701,-29224.609
2093,0,70,178,17,8.6359,0.6742,-35677.732
2260,4,103,180,22,8.6566,0.6624,-40687.27
2359,2,83,163,20,8.6342,0.6244,-44048.173
447,0,11,34,3,8.2953,0.4049,-3869.9724
452,0,13,46,2,8.3695,0.4403,-3918.7055
705,1,24,59,6,8.4681,0.5461,-7244.56
821,0,44,86,4,8.5859,0.7272,-9246.0017
1023,0,60,82,7,8.5679,0.7918,-12696.395
1332,0,37,134,10,8.5315,0.5781,-16938.614
1526,0,58,125,11,8.5721,0.6527,-21198.863
1771,1,77,147,14,8.6522,0.5799,-27589.908
1944,0,72,142,15,8.6111,0.5561,-32432.398
2102,7,98,174,18,8.6784,0.6765,-36586.243
408,0,5,41,2,8.3137,0.4559,-3263.66
402,0,24,37,4,8.3905,0.4826,-3304.9415
565,0,20,68,4,8.5168,0.8212,-5440.8826
678,0,28,49,5,8.4867,0.6519,-7000.6244
817,0,41,90,5,8.5741,0.7197,-9021.5153
1032,1,30,82,11,8.5552,0.5872,-12739.498
1272,3,56,115,10,8.6069,0.7414,-16650.373
1475,6,78,120,8,8.6163,0.7234,-21624.372
1723,0,111,150,14,8.6611,1.3604,-26731.239
1889,7,344,197,26,8.6961,4.2059,-31200.557
328,0,10,29,2,8.189,0.2896,-2466.4836
328,0,11,37,3,8.2561,0.5915,-2515.6515
479,0,20,41,5,8.4656,0.5136,-4282.3882
563,1,29,51,2,8.5133,0.6998,-5510.7272
769,3,55,57,13,8.5059,1.1508,-8201.4688
1030,2,107,115,13,8.5223,2.8214,-11103.424
1248,5,135,151,19,8.5769,3.5649,-14444.124
1357,25,198,158,13,8.5718,4.8172,-17241.976
1588,17,259,136,29,8.5441,4.7935,-21210.786
1947,25,244,204,35,8.5383,4.1433,-26035.64
261,1,11,25,3,8.1877,0.8391,-1830.916
265,0,17,19,1,8.1396,0.5283,-1869.2323
430,0,12,43,1,8.4116,0.7233,-3618.1222
505,1,29,53,4,8.4673,0.6693,-4689.8545
625,1,26,66,10,8.5744,0.7584,-6054.3539
801,2,33,52,10,8.4956,0.7715,-8573.1803
985,4,52,91,7,8.6254,0.6975,-11570.565
1125,1,35,91,5,8.5636,0.5929,-14278.749
1249,0,55,95,8,8.5653,0.719,-16861.199
1418,2,72,126,14,8.586,0.6841,-20097.678
247,0,5,26,3,8.1984,0.4615,-1607.6389
249,0,8,24,2,8.1888,0.5944,-1641.981
379,0,18,41,1,8.3404,0.6491,-3087.5027
457,0,13,47,2,8.2932,0.7112,-3873.5999
593,2,16,72,3,8.4924,0.5835,-5379.8815
675,0,36,70,1,8.5022,0.6726,-6835.0355
768,0,32,67,4,8.5195,0.75,-8282.6884
862,2,39,63,11,8.5081,0.7842,-9992.4412
1014,1,46,94,7,8.4655,0.711,-11952.915
1268,1,57,112,9,8.5718,0.6554,-15733.015
167,0,3,19,1,8.006,0.2216,-881.95087
166,0,4,17,0,7.9157,0.6024,-916.70596
383,0,9,52,6,8.2611,0.624,-2920.1454
438,0,20,57,0,8.4269,0.6347,-3769.7523
535,0,13,67,0,8.4879,0.4991,-4942.6647
570,0,31,51,4,8.4842,0.8368,-5600.1869
633,1,30,48,7,8.4613,0.5419,-6450.4836
732,2,30,81,6,8.5738,0.5464,-7805.2607
885,2,36,71,8,8.5141,0.6395,-10357.487
943,1,36,83,8,8.5292,0.632,-11372.515
591,1,21,50,4,8.4078,0.5685,-5942.4792
629,0,14,40,4,8.2496,0.4467,-6119.246
1261,1,25,94,10,8.5052,0.4544,-16944.16
1740,1,40,116,23,8.481,0.5259,-26579.098
2237,4,54,141,19,8.4873,0.5257,-39580.996
2519,8,93,177,24,8.6054,0.6118,-47551.988
2578,5,78,180,32,8.6168,0.4992,-49445.77
2592,3,89,153,23,8.6015,0.5903,-50477.997
2637,7,100,185,26,8.628,0.6003,-51224.896
2669,5,79,215,24,8.6564,0.6081,-51698.787
579,1,9,71,2,8.4577,0.4508,-5511.5089
593,0,20,59,9,8.3946,0.4536,-5654.7567
1176,1,19,78,8,8.4787,0.5179,-15461.422
1707,3,40,131,11,8.4036,0.4985,-24060.369
2136,1,88,158,22,8.5164,0.6264,-35907.971
2404,2,62,200,20,8.5998,0.525,-44143.405
2515,4,80,198,21,8.5881,0.5435,-47193.002
2541,2,89,172,23,8.6068,0.6187,-48733.715
2593,2,79,186,22,8.6325,0.5943,-49726.864
2620,5,102,211,19,8.6531,0.6115,-50491.12
539,1,21,53,3,8.3748,0.5547,-5147.2411
544,1,14,34,5,8.3309,0.6085,-5218.4405
959,0,35,65,15,8.4713,0.4943,-11414.795
1186,1,37,99,11,8.4958,0.6425,-15477.23
1589,3,50,95,12,8.4978,0.5897,-23977.762
1934,3,51,125,22,8.5372,0.5646,-31987.499
2181,6,56,157,19,8.5566,0.4846,-38163.423
2382,5,103,148,26,8.5987,0.6511,-44040.023
2490,2,59,166,22,8.5932,0.498,-46693.983
2528,2,74,180,24,8.6634,0.5815,-48032.061
511,0,12,44,4,8.272,0.5284,-4692.3945
517,2,16,34,4,8.3443,0.47,-4729.1233
810,0,23,74,9,8.5,0.4778,-9040.0298
1028,2,38,72,12,8.5399,0.5272,-12376.765
1279,3,37,75,8,8.4504,0.516,-17456.664
1623,3,58,131,10,8.5132,0.5521,-23202.47
1802,3,59,121,17,8.5216,0.571,-28361.66
2093,3,62,174,17,8.571,0.5208,-34530.948
2212,3,50,161,11,8.5999,0.4946,-39621.22
2382,5,69,192,22,8.6146,0.4836,-43654.315
446,1,4,36,2,8.2578,0.3296,-3801.1877
444,0,13,42,5,8.223,0.3761,-3864.0743
672,0,20,71,3,8.4077,0.4345,-6768.4912
829,2,21,56,11,8.4729,0.5633,-9300.6412
962,1,39,61,7,8.4532,0.6757,-11752.975
1235,4,42,100,4,8.5709,0.5862,-16471.884
1377,2,37,112,14,8.5316,0.5454,-19585.756
1723,0,55,125,17,8.5438,0.5061,-26458.957
1919,2,61,144,21,8.6128,0.5649,-31612.054
2144,1,78,131,18,8.584,0.5168,-36805.902
375,0,4,30,7,8.1253,0.3333,-2971.2359
379,0,15,37,1,8.3773,0.5567,-3027.1832
636,0,17,52,4,8.3318,0.5204,-5886.3029
839,1,33,93,4,8.317,0.5912,-8185.3841
839,1,32,85,11,8.5793,0.5793,-9472.4992
1227,1,29,119,9,8.4621,0.5648,-13674.87
1321,5,37,87,13,8.5019,0.5284,-17653.939
1497,2,46,126,10,8.5304,0.4983,-21758.294
1628,4,59,106,9,8.5657,0.6204,-25308.718
1822,1,58,111,11,8.5412,0.5165,-29617.751
341,0,9,22,6,8.1496,0.4194,-2592.6093
338,1,14,35,2,8.3284,0.8254,-2637.7249
546,0,11,49,5,8.2344,0.4634,-4663.1928
650,0,25,73,1,8.5215,0.5415,-6400.4465
754,2,26,66,8,8.5119,0.5796,-8155.6988
902,1,35,65,9,8.4734,0.5188,-10657.353
1118,3,21,90,9,8.4767,0.432,-13595.478
1234,1,46,99,9,8.5494,0.6524,-16792.01
1383,3,35,122,18,8.4946,0.4946,-19706.985
1582,4,41,125,12,8.5221,0.4987,-23885.75
326,1,5,24,10,8.0184,0.7209,-2160.9265
318,0,11,39,2,8.1887,0.5755,-2201.6123
433,0,12,47,4,8.3695,0.515,-3748.6861
506,0,11,41,4,8.4407,0.3953,-4664.5059
675,0,24,63,6,8.4222,0.6237,-6939.2017
863,0,26,73,11,8.4079,0.5492,-8861.6078
964,1,37,74,6,8.5031,0.6442,-11201.892
1258,1,40,132,11,8.5111,0.5882,-14912.95
1254,1,37,90,10,8.5351,0.5399,-17046.247
1383,1,39,107,7,8.5409,0.5235,-19714.41
275,0,4,34,2,8.0655,0.4836,-1608.2405
263,0,4,22,2,8.0456,0.4753,-1631.7063
414,0,15,43,5,8.3478,0.5966,-3360.5314
534,1,24,42,5,8.3333,0.588,-4857.3714
601,0,16,60,5,8.4143,0.4992,-5948.6965
707,0,12,72,8,8.4908,0.512,-7424.1508
849,0,31,94,6,8.5124,0.5842,-9263.5303
1027,0,34,98,9,8.4401,0.6086,-11303.132
1113,0,35,84,11,8.5157,0.4951,-14415.494
1239,1,40,103,14,8.5545,0.5747,-16691.27
214,0,5,16,1,8.0421,0.528,-1405.9249
220,0,3,18,2,8.1182,0.7364,-1449.0389
350,0,6,39,6,8.3714,0.4314,-2722.9782
406,2,20,33,2,8.2611,0.6552,-3400.4636
460,0,14,56,4,8.4478,0.3826,-4032.8789
575,1,14,64,5,8.4087,0.5722,-5425.3211
618,0,18,60,3,8.4935,0.5599,-6147.6148
874,1,20,87,16,8.4405,0.5847,-9377.7247
998,1,37,81,10,8.5291,0.5541,-12338.504
1127,3,42,64,9,8.4818,0.6318,-14514.277
598,1,13,55,5,8.4548,0.4498,-5920.392
624,1,15,39,4,8.2612,0.4888,-6086.6657
1261,2,26,72,9,8.3727,0.4179,-16956.447
1707,4,33,112,13,8.4435,0.4605,-26337.831
2250,2,31,139,17,8.3987,0.472,-39487.757
2508,4,70,166,26,8.5347,0.5423,-47363.782
2586,5,81,192,20,8.6179,0.534,-49211.464
2631,2,77,191,14,8.5868,0.4842,-50384.891
2653,9,85,172,17,8.5752,0.5458,-51030.585
2661,6,83,157,25,8.5844,0.5584,-51655.159
584,0,26,59,8,8.4212,0.7825,-5696.2504
600,1,12,28,5,8.2,0.5133,-5802.9999
1189,2,27,77,13,8.4382,0.5282,-15528.657
1628,4,28,119,16,8.4054,0.4392,-24108.282
2126,4,27,149,24,8.4911,0.4398,-36165.103
2397,3,57,161,27,8.5536,0.5111,-44086.992
2481,4,74,195,32,8.5865,0.5204,-46632.284
2550,3,71,196,20,8.5784,0.4612,-48327.643
2571,6,84,169,19,8.5235,0.5123,-49596.767
