N_bulk,Avg_bulk,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,FCC,HCP,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14
541,12.1553,3,36,384,111,6,1,184,30,0,11.0499,6,0,3,4,5,8,3,11,14,20,38,67,311,50,1
549,12.2222,0,11,412,119,7,0,169,74,5,11.2368,0,2,6,2,1,0,5,11,33,16,23,68,315,66,1
544,12.2463,0,11,399,124,9,1,141,73,5,10.9246,3,1,3,7,6,5,7,12,28,20,36,63,306,47,0
555,12.209,0,15,416,117,7,0,193,24,0,11.4559,2,2,3,2,2,1,3,5,6,17,31,67,353,60,1
574,12.3571,1,37,321,186,29,0,55,47,5,7.7247,33,26,28,20,32,33,25,36,60,39,47,63,113,19,0
566,12.2138,0,13,431,110,12,0,158,79,4,10.6696,1,5,7,4,3,8,19,10,45,22,25,79,300,37,1
530,12.2642,0,17,371,127,15,0,171,34,0,11.2226,1,2,2,1,5,4,6,9,13,17,39,75,302,52,2
576,12.3889,0,32,324,185,34,1,55,56,4,7.2396,50,36,26,23,27,23,31,52,55,42,39,56,96,16,4
557,12.2316,0,11,414,124,8,0,164,69,5,10.9174,0,1,6,3,8,5,8,12,35,23,36,75,288,56,1
559,12.195,1,14,429,105,10,0,173,72,4,11.2415,0,1,4,5,1,2,5,5,35,23,17,68,334,58,1
578,12.2872,1,33,362,163,19,0,55,68,18,7.7076,20,24,33,32,40,30,27,31,63,46,37,61,121,13,0
580,12.2517,0,18,407,146,9,0,175,28,0,10.9759,0,3,3,4,9,9,6,14,11,33,43,82,307,55,1
580,12.2017,1,9,452,109,8,1,280,10,0,11.7362,0,1,1,1,1,0,2,6,2,14,23,50,408,69,2
582,12.2302,1,17,424,128,11,1,191,18,0,11.0928,4,0,4,5,3,7,13,7,14,19,48,70,319,68,1
588,12.2024,0,10,459,109,10,0,168,69,2,11.1429,0,0,4,4,1,5,9,10,39,16,37,60,348,53,2
591,12.2741,3,38,358,179,12,1,47,58,7,7.6514,30,24,27,31,35,33,32,43,59,44,38,60,110,25,0
587,12.1584,0,12,480,85,10,0,272,19,0,11.8041,0,1,0,0,0,0,3,2,5,14,17,45,439,57,4
591,12.1658,0,19,459,109,4,0,251,19,0,11.4738,1,1,0,1,3,3,4,5,7,15,45,70,389,46,1
598,12.296,0,15,404,167,11,1,145,64,6,10.8462,4,4,4,3,3,5,10,16,41,28,34,86,292,66,2
600,12.1767,1,15,467,111,6,0,217,42,0,11.4167,1,0,1,2,5,3,6,7,10,14,37,76,386,50,2
584,12.2483,0,9,428,140,7,0,173,75,7,11.1901,1,3,4,3,5,2,5,11,28,20,24,78,325,74,1
614,12.342,3,42,333,214,22,0,44,51,10,7.6254,15,23,39,35,28,41,38,49,63,46,61,69,92,13,2
605,12.2645,0,15,424,157,9,0,261,0,0,11.9851,0,2,0,0,2,1,2,0,1,5,12,40,411,127,2
605,12.2215,0,11,456,131,7,0,270,1,0,12.0793,1,0,0,0,0,0,0,1,1,5,6,24,450,114,3
620,12.1726,0,21,479,112,8,0,271,23,0,11.3532,2,2,0,2,4,4,5,10,10,24,34,73,395,54,1
628,12.2787,1,42,386,179,20,0,75,83,4,7.6194,36,30,27,35,30,26,29,45,90,36,42,52,130,19,1
624,12.2131,0,17,470,125,11,1,256,13,0,11.5753,1,2,1,0,1,6,4,4,11,15,25,66,410,78,0
598,12.2258,0,9,453,128,8,0,177,76,6,11.1137,1,1,4,6,4,6,9,12,30,15,29,65,355,59,2
619,12.1761,0,12,495,103,9,0,301,0,0,11.9241,0,0,0,0,1,0,3,3,2,3,9,48,475,73,2
633,12.1611,0,25,488,114,5,1,238,29,0,11.2322,2,0,2,5,3,4,7,15,14,23,34,83,393,48,0
600,12.2467,0,17,429,143,11,0,138,73,3,11.15,0,3,6,2,2,3,9,10,32,24,31,72,333,70,3
638,12.2241,0,14,473,145,6,0,177,89,5,11.1019,2,5,4,3,5,4,4,9,40,30,21,72,365,74,0
634,12.2003,0,10,497,117,10,0,302,0,0,11.8722,1,0,0,1,3,2,1,2,5,8,11,35,475,85,5
650,12.2908,1,36,402,190,20,0,82,77,15,7.8308,21,23,36,32,30,31,37,59,72,47,53,66,126,16,1
650,12.2031,0,15,500,123,12,0,265,13,0,11.3246,3,1,2,0,7,3,8,8,18,23,32,69,411,63,2
644,12.2609,0,9,466,161,8,0,202,68,3,11.295,0,4,4,3,3,3,8,12,26,20,30,63,374,91,3
652,12.2669,3,30,430,169,19,1,95,79,4,7.6518,33,44,28,25,32,31,46,36,72,27,43,74,153,8,0
665,12.2887,3,37,411,194,19,1,84,74,6,7.7398,32,34,40,36,25,28,32,39,77,39,48,69,146,18,2
670,12.1851,0,23,506,135,6,0,171,77,4,10.791,1,4,7,1,14,7,7,16,48,24,50,90,340,60,1
672,12.186,0,20,515,129,8,0,263,10,0,11.3051,2,2,2,6,4,2,6,9,19,19,39,78,417,65,2
618,12.2605,2,19,420,170,7,0,156,63,6,10.7411,7,8,7,6,5,3,7,14,43,26,35,69,310,76,2
675,12.1778,0,7,545,119,4,0,322,33,0,11.7689,0,0,2,3,0,0,2,5,8,11,19,51,492,82,0
673,12.1991,0,14,516,138,5,0,300,22,0,11.5617,1,2,1,3,3,1,1,7,11,18,34,63,451,77,0
676,12.1879,1,26,501,141,7,0,213,69,0,11.1006,0,3,1,5,2,9,10,17,21,33,41,94,378,61,1
660,12.1894,2,13,509,130,6,0,210,93,4,11.3273,2,2,6,4,1,3,1,5,38,15,27,63,421,72,0
673,12.263,0,7,492,165,8,1,216,82,6,11.3447,1,1,7,3,0,3,5,4,38,18,35,70,396,88,4
672,12.2113,1,25,482,159,5,0,262,15,0,11.7649,0,0,1,0,0,1,3,5,10,14,21,76,439,102,0
689,12.1901,2,14,532,133,8,0,198,85,7,11.2017,1,2,5,3,2,3,6,11,46,27,27,76,397,82,1
681,12.1791,0,18,530,126,7,0,206,81,6,10.931,1,6,8,4,1,1,11,19,38,25,47,89,379,52,0
688,12.1584,0,16,557,105,10,0,207,110,5,10.9041,2,6,4,6,2,8,6,14,40,23,51,102,384,39,1
703,12.1821,1,17,546,131,8,0,279,20,0,11.7055,0,0,0,2,1,3,4,8,7,13,23,67,494,78,3
677,12.2319,0,13,504,150,10,0,301,0,0,11.9055,0,1,1,0,0,1,3,6,5,6,16,34,491,110,3
686,12.2595,2,13,483,181,7,0,230,21,0,11.7405,2,1,0,1,0,4,5,3,12,13,25,55,437,125,3
670,12.1716,0,6,546,115,3,0,364,0,0,12.0612,0,0,0,0,0,2,0,1,1,3,3,17,548,94,1
689,12.1771,0,16,539,130,4,0,303,27,0,11.4194,0,2,2,2,2,4,5,11,17,21,33,76,453,60,1
697,12.274,0,13,494,177,12,1,199,64,5,11.0187,3,4,7,2,3,3,4,17,43,21,47,109,362,68,4
672,12.2173,0,5,521,141,5,0,311,2,0,12.0655,2,0,0,0,0,0,2,0,1,4,6,15,522,117,3
684,12.307,0,9,476,180,18,1,200,66,7,11.3977,0,1,6,4,1,1,3,13,32,19,32,84,370,110,8
697,12.1994,0,14,537,139,7,0,234,54,0,11.5179,1,0,4,1,3,1,3,5,13,28,34,77,448,78,1
707,12.1881,1,16,549,132,8,1,297,39,0,11.1768,5,1,4,7,2,7,8,14,15,18,39,91,438,58,0
707,12.1881,1,16,549,132,8,1,297,39,0,11.1768,5,1,4,7,2,7,8,14,15,18,39,91,438,58,0
710,12.2211,1,15,531,153,9,1,291,16,0,11.5704,1,0,2,1,2,3,5,7,14,23,32,61,471,88,0
707,12.2405,0,13,525,155,14,0,305,12,0,11.6054,0,2,1,3,4,4,4,6,6,23,28,62,464,95,5
718,12.2047,0,18,546,144,9,1,316,25,0,11.5613,4,2,1,3,1,3,4,2,10,23,33,65,473,93,1
717,12.2483,1,27,498,176,14,1,239,35,0,11.0112,7,1,2,4,7,10,10,19,23,22,57,82,397,75,1
698,12.2607,0,17,496,172,12,1,235,59,0,11.0043,6,10,4,6,3,7,12,11,15,22,48,76,401,75,2
734,12.1866,0,18,566,145,5,0,262,34,0,11.124,4,4,2,3,6,6,6,14,22,30,50,94,429,64,0
743,12.2086,1,19,555,160,8,0,279,31,0,11.4872,0,1,1,4,2,5,10,9,7,29,33,79,473,88,2
740,12.2027,0,15,570,145,10,0,226,89,4,11.1432,3,7,4,1,2,7,7,10,48,19,31,89,431,77,4
739,12.1637,0,15,597,118,9,0,243,92,7,11.4032,0,1,5,3,4,2,3,4,41,20,21,86,470,75,4
725,12.1614,1,19,575,123,6,1,270,76,0,11.1945,2,3,2,6,6,4,9,9,23,33,27,79,476,46,0
669,12.2138,0,22,500,129,18,0,206,67,0,11.426,0,1,2,3,0,6,6,9,13,22,41,73,428,60,5
763,12.1861,1,22,585,144,11,0,230,88,5,11.2739,1,4,2,4,3,0,5,13,40,26,35,98,450,81,1
774,12.1589,1,24,603,143,3,0,249,96,5,11.0194,2,4,7,6,7,6,4,18,41,29,42,83,462,63,0
769,12.2029,0,14,597,146,12,0,304,58,0,11.446,0,4,3,2,3,6,9,8,9,22,38,81,503,77,4
779,12.1733,0,18,617,136,7,1,293,55,0,11.3325,2,1,4,4,3,5,7,14,10,26,46,100,486,70,1
778,12.1915,0,11,615,144,8,0,386,0,0,11.9859,0,0,1,0,0,0,2,0,4,7,15,35,605,105,4
760,12.2237,0,11,575,167,7,0,254,84,4,11.2829,2,3,3,6,3,3,10,8,43,16,28,83,457,90,5
789,12.1736,2,17,620,142,8,0,360,9,0,11.853,1,0,0,0,1,1,4,5,2,14,22,57,575,103,4
781,12.1703,2,31,589,150,9,0,277,33,0,11.1024,5,5,1,6,3,7,11,18,20,29,55,94,451,74,2
765,12.2261,0,12,580,161,12,0,229,76,5,11.4523,0,1,7,1,2,3,8,5,31,17,27,95,467,97,4
793,12.2043,0,16,607,163,6,1,259,93,6,11.0794,0,6,3,4,5,7,7,15,48,31,37,100,463,67,0
763,12.2045,1,24,570,154,14,0,293,12,0,11.7536,0,1,0,1,2,2,5,4,6,9,33,78,521,95,6
782,12.165,3,23,606,142,8,0,345,25,0,11.4361,1,4,8,2,6,2,3,12,9,15,45,68,518,86,3
777,12.2445,0,17,567,180,12,1,225,75,5,11.0579,4,2,7,2,5,2,7,19,40,29,50,114,421,72,3
800,12.195,0,13,627,151,9,0,373,28,0,11.8063,1,0,0,2,2,2,1,3,8,13,27,57,576,108,0
804,12.2052,1,11,625,156,11,0,275,95,5,11.296,1,3,4,5,2,2,5,7,50,27,25,103,479,89,2
807,12.1859,1,24,614,160,8,0,322,10,0,11.575,1,1,0,3,5,5,4,8,15,14,38,75,541,95,2
755,12.1934,1,19,570,163,2,0,278,57,0,11.7285,1,0,1,1,0,4,1,3,12,24,14,68,536,89,1
814,12.2027,0,20,619,165,10,0,340,0,0,12.0258,1,0,0,0,0,0,1,0,2,5,15,50,603,132,5
831,12.1877,0,14,654,156,7,0,268,93,7,11.0614,3,2,7,3,7,5,8,21,46,18,56,102,484,67,2
830,12.206,0,18,627,181,4,0,344,40,0,11.5771,0,4,0,3,4,2,1,6,25,26,28,81,535,113,2
806,12.2407,0,7,610,177,12,0,251,85,4,11.3251,1,3,2,5,5,6,4,17,29,19,47,80,487,98,3
828,12.2355,1,22,594,203,8,0,236,103,5,11.3273,1,1,10,4,1,1,5,19,41,21,26,91,496,110,1
833,12.1921,1,14,648,165,4,1,279,112,7,11.2509,3,4,5,5,4,3,7,10,41,24,29,94,522,80,2
847,12.1617,1,25,667,144,10,0,339,44,0,11.0992,7,1,4,5,5,9,11,16,27,29,46,111,513,62,1
858,12.2436,3,52,553,233,17,0,121,98,17,8.9487,18,17,26,23,37,30,43,46,92,60,65,115,248,37,1
836,12.2344,0,13,622,193,8,0,268,112,5,11.5299,0,4,6,3,0,2,2,11,35,17,25,80,516,130,5
861,12.1649,0,16,695,142,8,0,376,37,0,11.7607,0,0,0,1,0,3,2,7,14,11,32,71,627,91,2
821,12.1985,0,30,611,168,11,1,248,94,7,11.2034,3,4,8,3,4,1,8,11,35,29,41,101,489,83,1
849,12.1731,0,16,675,153,5,0,421,0,0,11.9352,0,1,0,1,1,1,2,3,6,9,10,44,651,118,2
860,12.1721,0,14,692,146,8,0,463,0,0,12.0326,0,0,0,1,1,0,0,1,1,2,16,33,683,119,3
826,12.2107,1,12,637,164,12,0,269,101,3,11.2724,0,2,3,8,7,3,8,9,45,21,31,91,510,87,1
882,12.1633,0,20,703,154,5,0,300,108,11,11.3027,0,0,9,3,3,4,9,8,54,17,40,90,561,83,1
854,12.2084,0,16,654,174,10,0,386,3,0,11.9075,1,0,0,1,0,0,1,2,14,14,9,55,630,125,2
868,12.2005,0,17,670,171,10,0,384,9,0,11.8145,0,0,1,0,0,4,5,8,5,15,30,54,624,118,4
888,12.1791,0,39,665,170,14,0,298,55,0,10.9741,8,7,4,3,7,9,19,13,26,36,68,115,486,84,3
883,12.1767,1,36,666,166,14,0,312,41,0,11.0521,2,2,1,6,5,13,10,17,32,46,65,115,511,56,2
903,12.2713,1,19,637,226,20,0,120,171,34,8.8162,5,23,38,29,48,37,19,46,142,71,50,97,256,40,2
863,12.2121,0,8,673,173,9,0,305,109,9,11.4705,0,3,6,3,0,4,2,7,53,18,24,64,565,112,2
905,12.242,0,29,640,224,12,0,134,155,31,8.8265,9,22,30,27,39,27,42,52,135,77,63,98,256,27,1
890,12.1596,1,40,676,162,11,0,363,20,0,11.4719,3,1,4,4,3,3,8,13,14,25,27,102,587,94,2
882,12.2574,0,21,634,206,21,0,306,23,0,11.4569,7,2,2,2,0,5,7,12,17,22,50,87,550,115,4
903,12.1694,1,18,718,160,5,1,392,30,0,11.6368,2,0,1,2,2,6,5,14,4,21,35,71,638,102,0
901,12.1809,0,9,729,154,9,0,344,102,3,11.4317,0,4,2,3,2,2,8,14,33,25,29,91,609,75,4
838,12.2387,0,23,610,187,18,0,240,110,3,11.2458,1,4,4,5,4,5,9,17,35,29,38,82,511,88,6
902,12.1763,1,13,719,164,5,0,429,37,0,11.7993,0,1,0,0,4,3,6,4,8,8,31,66,650,119,2
906,12.1832,0,21,710,163,12,0,391,29,0,11.6258,0,5,1,1,3,3,1,2,17,27,38,79,632,94,3
930,12.1409,0,22,762,139,7,0,466,34,0,11.8011,1,1,1,0,1,4,1,3,8,12,26,79,692,98,3
891,12.2323,0,10,674,197,10,0,419,0,0,12.1459,0,0,0,0,0,0,1,2,2,1,4,24,678,169,10
929,12.1927,1,23,713,180,12,0,410,15,0,11.606,3,2,5,5,1,0,3,7,16,26,36,64,640,116,5
891,12.2593,0,3,675,192,21,0,440,1,0,12.1268,1,0,0,0,0,0,1,2,3,1,9,19,680,157,18
936,12.156,0,24,748,158,6,0,469,22,0,11.8088,1,1,1,1,1,1,2,3,6,16,25,77,699,100,2
950,12.1737,0,16,761,165,8,0,328,111,8,11.2474,2,1,9,4,7,5,3,11,49,32,31,120,594,80,2
941,12.2062,0,8,739,186,8,0,326,118,6,11.4867,1,2,5,3,4,3,4,10,35,20,28,97,622,106,1
938,12.2505,3,15,678,228,14,0,290,103,4,11.1727,1,11,3,7,4,6,7,18,41,24,47,125,536,105,3
935,12.1668,1,18,752,152,12,0,446,28,0,11.5519,4,0,2,4,4,4,6,8,13,17,46,73,667,85,2
943,12.1866,0,33,711,189,10,0,428,7,0,11.7338,2,2,3,1,1,2,3,4,12,17,37,67,659,132,1
945,12.219,0,28,690,219,8,0,273,78,7,11.272,0,4,6,3,6,6,8,13,36,36,52,114,547,112,2
965,12.1969,0,13,759,183,10,0,399,16,0,11.8953,0,0,0,0,1,3,3,4,4,11,26,71,707,132,3
953,12.1805,2,11,760,173,7,0,347,127,6,11.1899,0,8,5,6,3,10,10,13,48,22,38,112,594,83,1
967,12.2027,0,15,747,199,6,0,325,114,6,11.1437,1,1,8,6,6,5,8,11,57,35,51,135,559,83,1
960,12.1604,1,20,770,162,7,0,445,25,0,11.7469,0,1,3,2,0,4,5,4,9,16,33,69,703,109,2
966,12.1605,0,26,768,163,9,0,484,18,0,11.8944,0,0,1,1,0,1,2,4,8,12,20,62,731,122,2
967,12.1334,0,39,766,156,6,0,439,6,0,11.5047,1,5,6,3,3,4,7,2,10,26,57,85,663,94,1
960,12.2156,0,28,714,201,17,0,425,3,0,11.8854,0,1,1,1,0,2,4,5,6,5,26,87,668,147,7
976,12.1834,0,30,748,189,7,2,405,17,0,11.7643,2,1,0,1,1,4,5,4,10,22,22,85,686,131,2
958,12.2129,1,15,732,199,11,0,321,114,5,11.3925,1,7,2,3,7,2,5,8,42,20,44,110,591,112,4
986,12.2079,9,53,669,234,21,0,171,131,16,8.4554,36,32,50,30,34,44,46,51,122,58,58,88,302,34,1
976,12.2121,0,12,753,203,8,0,336,123,9,11.5266,0,0,8,3,1,2,5,6,51,15,39,91,611,143,1
1000,12.193,2,21,773,190,14,0,329,106,4,11.226,1,3,4,9,8,5,7,24,42,23,45,121,609,97,2
989,12.3529,3,48,585,304,48,1,135,90,8,9.0374,20,27,27,26,40,40,43,55,90,66,80,123,274,71,7
961,12.2435,0,13,712,225,11,0,310,127,8,11.4329,0,1,7,5,3,2,3,16,46,28,42,85,575,142,6
986,12.211,0,15,763,193,15,0,328,113,5,11.5527,1,1,2,6,2,3,8,15,30,16,29,105,630,129,9
1014,12.3037,2,56,623,300,31,2,140,101,11,8.2712,30,29,33,41,46,48,44,89,120,81,87,121,219,24,2
1010,12.2109,0,16,780,199,15,0,423,44,0,11.6446,2,0,1,0,2,7,6,12,11,24,36,90,711,102,6
1011,12.2453,0,15,747,235,14,0,310,111,6,11.3403,2,3,7,4,3,8,7,14,38,22,48,137,583,131,4
1032,12.5223,3,43,473,439,73,1,111,41,0,11.282,1,4,3,4,5,9,8,25,44,51,101,141,346,251,39
1028,12.1566,1,28,820,168,10,1,431,43,0,11.2276,8,2,5,6,5,9,6,14,28,40,56,99,671,78,1
1057,12.1514,2,28,846,171,9,1,454,38,0,11.5932,3,5,2,2,3,6,5,10,11,15,44,99,733,117,2
1060,12.1764,2,17,843,188,10,0,410,121,8,11.5208,0,1,6,5,4,2,4,8,41,27,31,93,724,110,4
1056,12.3116,5,65,619,326,39,1,104,104,8,8.6354,46,35,41,25,47,39,43,51,103,72,85,112,273,77,7
1015,12.1911,0,18,800,183,13,1,470,3,0,11.867,2,1,0,0,0,2,3,5,7,10,31,50,783,116,4
1065,12.2094,1,21,811,218,14,0,448,22,0,11.5136,4,2,2,3,2,5,8,10,26,33,40,105,694,126,5
1027,12.2142,0,15,788,213,11,0,423,54,0,11.557,1,2,0,4,5,5,10,12,9,27,43,106,688,111,4
1040,12.1817,1,19,823,184,13,0,391,114,8,11.3663,2,4,3,8,3,2,11,12,42,28,46,94,675,107,3
1068,12.1311,2,36,856,168,6,0,412,53,0,11.3858,5,8,3,2,1,10,7,15,15,32,49,104,724,93,0
1040,12.1817,0,23,813,196,8,0,352,141,9,11.4865,1,1,8,3,1,2,6,7,43,31,32,110,672,118,5
1079,12.177,3,34,824,205,13,0,342,124,3,11.0074,6,5,7,9,7,4,12,22,61,39,70,124,616,96,1
1045,12.1923,0,14,826,195,10,0,381,118,7,11.3378,7,2,4,3,5,3,8,13,45,28,41,97,694,92,3
1063,12.3039,0,44,690,291,38,0,194,103,7,10.1025,11,15,14,21,20,15,27,43,86,68,79,147,423,84,10
1078,12.192,0,9,862,198,9,0,398,134,4,11.4852,1,4,4,4,2,2,3,11,52,19,37,100,723,113,3
1074,12.1648,0,32,844,188,9,1,447,30,0,11.7197,1,3,0,1,3,3,7,7,14,16,36,85,765,130,3
1072,12.1894,2,15,846,196,13,0,528,0,0,11.9664,1,0,1,0,1,0,2,3,3,7,22,56,826,146,4
1080,12.4593,1,33,595,371,80,0,185,48,4,10.9204,3,1,7,8,11,14,15,30,64,73,89,149,397,187,32
1089,12.2626,4,68,681,310,26,0,168,105,10,8.5335,45,31,54,51,38,29,40,55,113,64,82,134,287,63,3
1079,12.1501,1,32,858,180,8,0,533,6,0,11.7025,5,0,1,3,4,4,6,7,7,16,34,79,785,126,2
1109,12.1858,1,25,860,213,10,0,341,124,6,11.1253,2,3,8,5,6,9,9,17,54,48,71,126,662,88,1
1107,12.1671,2,30,869,194,11,1,430,43,0,11.3975,2,4,3,3,7,4,7,18,25,28,68,111,725,99,3
1111,12.1881,1,37,843,212,18,0,349,117,7,11.0612,2,7,9,10,4,12,12,19,45,45,64,138,645,96,3
1109,12.1506,0,20,911,169,9,0,536,50,0,11.7836,1,1,0,0,2,2,6,3,13,19,22,100,826,111,3
1079,12.2271,0,23,795,254,7,0,366,131,5,11.4764,1,2,4,6,0,6,10,6,44,32,42,100,677,147,2
1116,12.2097,0,12,871,222,9,2,398,132,7,11.4292,3,1,6,3,4,8,6,13,44,29,33,119,717,127,2
1130,12.1894,1,22,883,210,14,0,402,146,8,11.3274,0,2,10,6,4,3,9,20,48,19,58,129,708,111,3
1119,12.1886,1,14,885,211,8,0,410,130,3,11.5702,0,1,9,2,3,1,9,9,44,20,25,87,771,135,3
1824,12.1919,1,29,1433,341,20,0,690,204,6,11.5581,1,7,4,7,7,9,8,16,51,34,63,161,1241,204,11
1120,12.1955,0,19,872,220,9,0,555,0,0,12.0393,1,0,0,1,0,0,1,2,2,6,12,53,861,178,3
1148,12.1472,1,32,924,179,12,0,486,64,0,11.4225,2,2,3,4,10,2,9,11,29,32,53,126,769,96,0
1102,12.226,0,15,836,238,13,0,342,135,3,11.4356,1,3,8,3,3,4,7,14,41,28,48,105,698,135,4
1127,12.2121,2,30,832,253,10,0,512,1,0,11.9193,1,0,0,1,2,2,4,7,10,11,20,68,803,196,2
1058,12.1834,0,15,841,195,7,0,415,88,0,11.5699,1,1,2,1,4,5,2,13,14,30,50,118,713,103,1
1101,12.1962,0,21,847,229,4,0,400,133,6,11.5232,1,4,4,2,5,4,3,8,42,27,40,94,730,136,1
1136,12.1822,0,23,895,206,12,0,420,122,7,11.5176,0,0,7,4,4,0,5,19,43,26,28,113,758,124,5
1152,12.2361,1,14,868,250,19,0,352,134,8,11.467,1,5,4,4,3,3,7,16,42,28,44,134,701,150,10
1179,12.1578,0,33,939,195,12,0,497,40,0,11.4919,4,4,2,4,5,3,11,7,22,30,54,116,806,109,2
1177,12.1971,3,37,877,245,15,0,496,18,0,11.4885,3,3,4,5,4,3,6,12,20,37,63,123,756,135,3
1185,12.1662,0,24,955,191,15,0,559,35,0,11.492,2,1,7,1,6,7,13,13,14,33,44,104,845,91,4
1168,12.1464,2,33,934,190,9,0,532,4,0,11.6284,5,2,3,1,6,4,4,11,10,20,40,97,849,113,3
1188,12.1785,0,22,939,220,7,0,565,0,0,12.0042,0,0,0,0,0,1,1,4,4,9,21,60,907,179,2
1164,12.244,0,16,865,266,17,0,399,142,10,11.6435,1,0,5,6,2,2,1,6,45,26,33,116,723,189,9
1156,12.2145,0,16,884,248,8,0,524,0,0,12.1228,0,0,0,0,1,2,0,2,1,4,7,31,879,223,6
1121,12.248,0,20,824,256,21,0,346,133,6,11.2551,1,3,5,7,3,5,12,33,42,39,51,132,654,130,4
1156,12.1981,1,12,917,210,15,1,604,0,0,12.0562,0,1,0,0,1,3,0,0,6,3,7,38,915,174,8
1223,12.1758,0,17,982,216,8,0,463,151,6,11.5159,0,1,7,4,4,7,8,11,37,28,27,125,847,114,3
1205,12.1494,3,28,969,196,9,0,552,25,0,11.878,0,0,0,1,1,2,3,6,6,19,41,71,893,158,4
1222,12.1489,0,27,992,197,6,0,568,15,0,11.8928,0,1,0,0,1,2,1,5,6,16,32,80,931,145,2
1212,12.2021,0,24,929,250,8,1,420,114,6,11.5124,0,2,6,5,3,2,2,12,47,33,40,134,783,139,4
1211,12.1718,1,32,945,224,9,0,524,51,0,11.3022,5,5,4,7,9,8,10,11,28,44,63,130,773,112,2
1205,12.1651,0,19,978,198,10,0,591,12,0,11.9245,0,1,1,2,0,0,1,6,5,14,16,80,926,148,5
1214,12.2035,1,18,940,243,12,0,410,134,4,11.5643,1,3,5,4,2,2,2,8,51,22,47,102,818,144,3
1230,12.1537,1,21,1005,195,7,1,625,29,0,11.8911,3,0,0,2,1,1,2,4,5,14,25,78,942,149,4
1230,12.1325,1,38,1000,179,12,0,577,39,0,11.5967,3,1,4,4,0,4,5,13,17,34,51,92,890,110,2
1254,12.1802,0,25,994,220,14,1,575,44,0,11.5447,2,5,1,2,7,7,4,13,20,31,56,116,862,125,3
1234,12.158,1,43,960,220,10,0,545,25,0,11.8517,1,1,2,2,1,1,2,4,9,9,30,117,895,155,5
1246,12.2022,0,21,960,257,8,0,439,140,5,11.26,1,6,8,7,6,6,9,16,68,32,52,139,765,128,3
1250,12.1472,1,38,996,207,7,1,544,27,0,11.4856,5,0,5,5,2,7,8,17,19,32,49,131,860,109,1
1281,12.1561,0,18,1053,202,8,0,673,1,0,11.9992,0,2,0,1,0,0,2,2,0,13,16,51,1026,162,6
1271,12.1448,0,33,1030,199,9,0,588,33,0,11.7836,0,0,2,4,1,1,4,3,14,17,40,111,944,127,3
1254,12.2073,2,45,912,281,14,0,470,8,0,11.6627,2,3,4,1,6,1,8,7,18,30,44,108,844,177,1
1268,12.1719,3,55,949,244,16,1,501,31,0,11.4763,5,3,3,2,3,5,14,11,25,41,69,122,814,144,7
1266,12.1651,1,38,992,221,14,0,554,42,0,11.4771,4,3,3,3,5,7,7,15,16,39,68,121,857,116,2
1283,12.1886,1,33,987,248,13,1,442,137,6,11.1972,4,4,7,8,6,7,15,18,60,48,59,139,789,116,3
1261,12.2078,1,40,936,265,18,1,403,144,6,11.1983,4,2,5,12,6,8,12,19,52,45,76,157,726,134,3
1262,12.1585,0,17,1031,211,3,0,480,152,7,11.5777,0,2,5,5,2,3,7,10,47,17,36,112,882,132,2
1288,12.1762,0,17,1036,226,9,0,505,152,9,11.7446,1,1,6,2,4,0,0,6,46,12,15,98,919,174,4
1289,12.1738,2,37,997,241,12,0,511,58,0,11.2777,8,3,8,4,12,13,7,21,21,41,63,150,810,125,3
1277,12.1989,2,44,945,271,14,1,547,10,0,11.7142,3,2,3,1,4,4,6,13,10,32,30,98,892,171,8
1291,12.1789,0,39,995,244,13,0,561,28,0,11.45,2,1,3,5,9,8,12,16,21,47,49,134,848,135,1
1273,12.1697,0,38,997,222,16,0,601,14,0,11.8688,3,0,0,1,2,0,2,4,5,11,40,107,935,160,3
1277,12.1715,2,42,989,224,19,1,496,38,0,11.148,12,9,10,8,10,5,14,13,36,41,55,132,834,96,2
1275,12.1561,1,31,1020,214,9,0,653,0,0,11.9498,0,0,1,2,2,2,1,2,7,6,23,71,988,167,3
1307,12.1729,0,22,1050,222,13,0,475,149,12,11.6251,0,1,9,3,1,0,1,5,53,22,41,121,897,148,5
1309,12.162,0,17,1072,211,9,0,507,162,5,11.3927,2,4,6,2,7,3,9,17,44,40,54,138,876,105,2
1303,12.1711,0,27,1042,218,16,0,549,64,0,11.3139,12,1,5,5,6,13,11,18,21,42,62,137,848,122,0
1303,12.1504,0,45,1029,217,12,0,558,34,0,11.5165,3,1,4,2,2,7,11,18,25,34,61,113,891,129,2
1309,12.1551,1,50,1019,223,16,0,573,18,0,11.4545,3,5,2,7,5,4,9,12,26,38,75,120,876,124,3
1285,12.1961,0,18,1010,244,13,0,456,145,8,11.4957,0,3,7,9,3,1,4,18,49,25,40,112,872,140,2
1314,12.1309,2,40,1069,190,13,0,722,0,0,11.9338,2,0,0,1,1,0,3,2,4,7,29,79,1035,146,5
1313,12.1881,1,33,1018,240,21,0,581,19,0,11.8172,5,4,2,1,0,1,4,1,9,10,42,105,952,170,7
